album_title,album_url,album_cover,artist
4:44,https://genius.com/albums/Jay-z/4-44,"background-image: url(""https://images.genius.com/938568f8961cba0e4fe34fd28d709c63.300x300x1.png"");",JAY-Z 175
Magna Carta... Holy Grail,https://genius.com/albums/Jay-z/Magna-carta-holy-grail,"background-image: url(""https://images.genius.com/2da322648704159878b73c5cfc9c7dc5.300x300x1.png"");",JAY-Z 175
Live In Brooklyn,https://genius.com/albums/Jay-z/Live-in-brooklyn,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2Fa8ffed7e5657f645bbc4eda1cff0515e.300x300x1.jpg"");",JAY-Z 175
"The Hits Collection, Vol. One",https://genius.com/albums/Jay-z/The-hits-collection-vol-one,"background-image: url(""https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2F11e8f2e0d2c5e3d46b6c1a558d7e1f59.300x300x1.jpg"");",JAY-Z 175
Decoded (Excerpts),https://genius.com/albums/Jay-z/Decoded-excerpts,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2Fcd82af9edae1d0812bf89a57ee3a25ba.300x370x1.jpg"");",JAY-Z 175
The Blueprint 3,https://genius.com/albums/Jay-z/The-blueprint-3,"background-image: url(""https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2Fff10a6a0a94d002a374623bb49818293.300x300x1.jpg"");",JAY-Z 175
American Gangster,https://genius.com/albums/Jay-z/American-gangster,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F778c1892b8a2f5aee554c4c797ca8915.300x300x1.jpg"");",JAY-Z 175
Kingdom Come,https://genius.com/albums/Jay-z/Kingdom-come,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F4371d45b1c52d7dc87e4204ae0aa8373.300x300x1.jpg"");",JAY-Z 175
S. Carter The Re-Mix,https://genius.com/albums/Jay-z/S-carter-the-re-mix,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F60b897ee4bc02d94fa9e9d2e94f15ba4.300x300x1.jpg"");",JAY-Z 175
The Black Album,https://genius.com/albums/Jay-z/The-black-album,"background-image: url(""https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2F58a07fb743226031d3ccf6dc472cccdf.300x300x1.jpg"");",JAY-Z 175
The S. Carter Collection,https://genius.com/albums/Jay-z/The-s-carter-collection,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F0572d3c2a8305ab228c6cfdc3005ee89.300x300x1.jpg"");",JAY-Z 175
Blueprint 2.1,https://genius.com/albums/Jay-z/Blueprint-2-1,"background-image: url(""https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2F610e2ccc084d9375db04eea74b7ef807.300x300x1.jpg"");",JAY-Z 175
The Blueprint²: The Gift & the Curse,https://genius.com/albums/Jay-z/The-blueprint2-the-gift-the-curse,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F3e8ca84475cf31d8912cb88137856a11.300x300x1.jpg"");",JAY-Z 175
MTV Unplugged,https://genius.com/albums/Jay-z/Mtv-unplugged,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2Fa7449b38b8eab47232b379bc442a5f10.300x300x1.jpg"");",JAY-Z 175
The Blueprint,https://genius.com/albums/Jay-z/The-blueprint,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F1aebfd816914351eb7010bd441822da8.300x300x1.jpg"");",JAY-Z 175
The Dynasty: Roc La Familia 2000,https://genius.com/albums/Jay-z/The-dynasty-roc-la-familia-2000,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2Fc91a9bc0eb9aaf290224ebeaabd243a0.300x300x1.jpg"");",JAY-Z 175
Vol. 3… Life and Times of S. Carter,https://genius.com/albums/Jay-z/Vol-3-life-and-times-of-s-carter,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F16c23bf8d7a8a73a71d30d2ec47600b1.300x300x1.jpg"");",JAY-Z 175
Vol. 2… Hard Knock Life,https://genius.com/albums/Jay-z/Vol-2-hard-knock-life,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F1f3b917b779cd80ad127e64f21d6010a.300x300x1.jpg"");",JAY-Z 175
Streets is Watching Soundtrack,https://genius.com/albums/Jay-z/Streets-is-watching-soundtrack,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F27d47c63a65d2f2dd93e8d05b73afab3.300x305x1.jpg"");",JAY-Z 175
"In My Lifetime, Vol. 1",https://genius.com/albums/Jay-z/In-my-lifetime-vol-1,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F5d943fdf8e012d844a1b587b79e29b3d.300x300x1.jpg"");",JAY-Z 175
Reasonable Doubt,https://genius.com/albums/Jay-z/Reasonable-doubt,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2F18040c4f503942a16d6577d9820644cb.300x300x1.jpg"");",JAY-Z 175
In My Lifetime - Single,https://genius.com/albums/Jay-z/In-my-lifetime-single,"background-image: url(""https://t2.genius.com/unsafe/55x55/https%3A%2F%2Fimages.genius.com%2Fc0ff06d996dd052090d6c4c3b3a6c517.300x300x1.jpg"");",JAY-Z 175
